ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
10765585;"A gatas y a gatos con Roberto Mezquita";"";"1";"0";"";"";"2018-12-18 00:00:00.0";"2018-12-18 23:59:00.0";"17:30";"La música de la kalimba africana y del acordeón, introducen esta suave sesión en la que iremos dejando caer diversas retahílas, canciones, juegos, historias acumulativas?y algunas otras sorpresas sonoras y no sonoras, pensadas para atraer la atención de los más chiquitines y provocar su disfrute.   La palabra contada y cantada tiene ritmo, color, olor, sabor? y si además los bebés la reciben en compañía de su mamá, papá u otro adulto, junto al que puedan canturrear, bailar o palmotear; la experiencia promete resultar fascinante.    Necesaria invitación previa, consultar en la biblioteca.     Dos sesiones: A las 17:30 y a las 18:15 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c9bb0091ba75610VgnVCM1000001d4a900aRCRD";"Bebecuentos en las bibliotecas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=95c1f500d625e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal San Blas (San Blas-Canillejas)";"447249";"4474586";"40.420231627534996";"-3.6218113860909074";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños,/usuario/Familias,/usuario/Jovenes";
10766020;"Animalitis por Roberto Mezquita";"";"1";"0";"";"";"2018-11-07 00:00:00.0";"2018-11-07 23:59:00.0";"18:00";"Animalitis: dícese de la enfermedad que nos lleva a contar y escuchar cuentos de animales sin parar.  Los cuentos de animales están entre los preferidos por niñas y niños, pues resultan sugerentes, misteriosos, cercanos, fascinantes e inagotables. Y por supuesto, permiten acercarse disimulada y certeramente a las vivencias y problemas cotidianos de los humanos más pequeños y también de los más grandes. Y eso, siempre gusta.   La chispeante presencia del acordeón acabará por redondear la propuesta y nos permitirá además cantar y bailar todo aquello que venga a cuento.  De 4 a 9 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ecf464fa2b75610VgnVCM1000001d4a900aRCRD";"Cuentos infantiles en la Biblioteca Pública Municipal José Hierro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=25373026d31f1510VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños,/usuario/Familias,/usuario/Jovenes";
